price,hour,day,month
28992.0,10,4,9
30996.0,11,4,9
32370.0,12,4,9
33479.0,13,4,9
34170.0,14,4,9
34600.0,15,4,9
34955.0,16,4,9
35230.0,17,4,9
35119.0,18,4,9
34228.0,19,4,9
33597.0,20,4,9
34012.0,21,4,9
32789.0,22,4,9
30816.0,23,4,9
28870.0,0,5,9
31008.0,1,3,9
28810.0,2,3,9
27278.0,3,3,9
26214.0,4,3,9
25614.0,5,3,9
25610.0,6,3,9
25886.0,7,3,9
26973.0,8,3,9
29789.0,9,3,9
32397.0,10,3,9
34239.0,11,3,9
35352.0,12,3,9
36083.0,13,3,9
36544.0,14,3,9
36722.0,15,3,9
36968.0,16,3,9
37077.0,17,3,9
36704.0,18,3,9
35751.0,19,3,9
35027.0,20,3,9
35320.0,21,3,9
33774.0,22,3,9
31527.0,23,3,9
29100.0,0,4,9
30452.0,1,2,9
28552.0,2,2,9
27394.0,3,2,9
26813.0,4,2,9
26807.0,5,2,9
28245.0,6,2,9
30854.0,7,2,9
33106.0,8,2,9
35689.0,9,2,9
38328.0,10,2,9
40623.0,11,2,9
42553.0,12,2,9
44114.0,13,2,9
45704.0,14,2,9
46566.0,15,2,9
47276.0,16,2,9
47657.0,17,2,9
47159.0,18,2,9
45391.0,19,2,9
43875.0,20,2,9
43474.0,21,2,9
41041.0,22,2,9
37621.0,23,2,9
34132.0,0,3,9
32525.0,1,1,9
30547.0,2,1,9
29107.0,3,1,9
28381.0,4,1,9
28457.0,5,1,9
29926.0,6,1,9
32759.0,7,1,9
35001.0,8,1,9
37509.0,9,1,9
39617.0,10,1,9
41654.0,11,1,9
42977.0,12,1,9
44037.0,13,1,9
45253.0,14,1,9
46154.0,15,1,9
46657.0,16,1,9
46763.0,17,1,9
46264.0,18,1,9
44433.0,19,1,9
43000.0,20,1,9
42928.0,21,1,9
40578.0,22,1,9
36905.0,23,1,9
33274.0,0,2,9
36182.0,1,31,8
34547.0,2,31,8
33740.0,3,31,8
33378.0,4,31,8
33801.0,5,31,8
35690.0,6,31,8
39318.0,7,31,8
41810.0,8,31,8
43886.0,9,31,8
46035.0,10,31,8
47960.0,11,31,8
49460.0,12,31,8
50238.0,13,31,8
50751.0,14,31,8
50892.0,15,31,8
50850.0,16,31,8
50378.0,17,31,8
49440.0,18,31,8
48041.0,19,31,8
47482.0,20,31,8
46894.0,21,31,8
44001.0,22,31,8
39763.0,23,31,8
35728.0,0,1,9
34329.0,1,30,8
32598.0,2,30,8
31538.0,3,30,8
31020.0,4,30,8
31223.0,5,30,8
33032.0,6,30,8
36398.0,7,30,8
38720.0,8,30,8
40645.0,9,30,8
42182.0,10,30,8
43946.0,11,30,8
45428.0,12,30,8
46634.0,13,30,8
47616.0,14,30,8
48149.0,15,30,8
48579.0,16,30,8
48741.0,17,30,8
48595.0,18,30,8
47365.0,19,30,8
47195.0,20,30,8
47649.0,21,30,8
45593.0,22,30,8
42161.0,23,30,8
38801.0,0,31,8
31313.0,1,29,8
29704.0,2,29,8
28804.0,3,29,8
28343.0,4,29,8
28488.0,5,29,8
30177.0,6,29,8
33103.0,7,29,8
35521.0,8,29,8
38162.0,9,29,8
40568.0,10,29,8
42980.0,11,29,8
45153.0,12,29,8
46732.0,13,29,8
48003.0,14,29,8
48823.0,15,29,8
48966.0,16,29,8
49031.0,17,29,8
48324.0,18,29,8
46914.0,19,29,8
46512.0,20,29,8
46688.0,21,29,8
44242.0,22,29,8
40505.0,23,29,8
36856.0,0,30,8
29116.0,1,28,8
27697.0,2,28,8
26795.0,3,28,8
26204.0,4,28,8
25881.0,5,28,8
26080.0,6,28,8
26633.0,7,28,8
27734.0,8,28,8
29929.0,9,28,8
32310.0,10,28,8
34323.0,11,28,8
36051.0,12,28,8
37510.0,13,28,8
38391.0,14,28,8
39082.0,15,28,8
39587.0,16,28,8
40051.0,17,28,8
40231.0,18,28,8
39892.0,19,28,8
39991.0,20,28,8
40938.0,21,28,8
39354.0,22,28,8
36666.0,23,28,8
33817.0,0,29,8
29073.0,1,27,8
27476.0,2,27,8
26306.0,3,27,8
25655.0,4,27,8
25417.0,5,27,8
25835.0,6,27,8
26631.0,7,27,8
28105.0,8,27,8
30796.0,9,27,8
33407.0,10,27,8
35208.0,11,27,8
36112.0,12,27,8
36415.0,13,27,8
36459.0,14,27,8
36127.0,15,27,8
35707.0,16,27,8
35487.0,17,27,8
35229.0,18,27,8
34750.0,19,27,8
34910.0,20,27,8
35687.0,21,27,8
34881.0,22,27,8
33155.0,23,27,8
31019.0,0,28,8
28995.0,1,26,8
27442.0,2,26,8
26266.0,3,26,8
25739.0,4,26,8
25929.0,5,26,8
27330.0,6,26,8
29620.0,7,26,8
31858.0,8,26,8
34296.0,9,26,8
36396.0,10,26,8
38143.0,11,26,8
39335.0,12,26,8
40139.0,13,26,8
40955.0,14,26,8
41247.0,15,26,8
41285.0,16,26,8
40879.0,17,26,8
39964.0,18,26,8
38588.0,19,26,8
37788.0,20,26,8
38190.0,21,26,8
36691.0,22,26,8
34153.0,23,26,8
31448.0,0,27,8
28072.0,1,25,8
26523.0,2,25,8
25505.0,3,25,8
24964.0,4,25,8
25059.0,5,25,8
26470.0,6,25,8
28760.0,7,25,8
31176.0,8,25,8
33531.0,9,25,8
35597.0,10,25,8
37286.0,11,25,8
38611.0,12,25,8
39551.0,13,25,8
40614.0,14,25,8
41521.0,15,25,8
42174.0,16,25,8
42520.0,17,25,8
41962.0,18,25,8
40335.0,19,25,8
39226.0,20,25,8
39538.0,21,25,8
37795.0,22,25,8
34573.0,23,25,8
31487.0,0,26,8
29918.0,1,24,8
28276.0,2,24,8
27136.0,3,24,8
26459.0,4,24,8
26537.0,5,24,8
28063.0,6,24,8
30247.0,7,24,8
32481.0,8,24,8
34718.0,9,24,8
36673.0,10,24,8
38521.0,11,24,8
39972.0,12,24,8
40808.0,13,24,8
41635.0,14,24,8
42063.0,15,24,8
42375.0,16,24,8
42440.0,17,24,8
41971.0,18,24,8
40465.0,19,24,8
38893.0,20,24,8
39022.0,21,24,8
37139.0,22,24,8
33905.0,23,24,8
30709.0,0,25,8
30841.0,1,23,8
28901.0,2,23,8
27576.0,3,23,8
26777.0,4,23,8
26788.0,5,23,8
28096.0,6,23,8
30269.0,7,23,8
32635.0,8,23,8
35042.0,9,23,8
37149.0,10,23,8
39082.0,11,23,8
40514.0,12,23,8
41665.0,13,23,8
42835.0,14,23,8
43350.0,15,23,8
43501.0,16,23,8
43518.0,17,23,8
43075.0,18,23,8
41799.0,19,23,8
40604.0,20,23,8
40916.0,21,23,8
39089.0,22,23,8
35841.0,23,23,8
32537.0,0,24,8
33453.0,1,22,8
31315.0,2,22,8
29844.0,3,22,8
28969.0,4,22,8
28768.0,5,22,8
29916.0,6,22,8
31914.0,7,22,8
34765.0,8,22,8
37857.0,9,22,8
40710.0,10,22,8
43331.0,11,22,8
45097.0,12,22,8
46393.0,13,22,8
47388.0,14,22,8
48070.0,15,22,8
48465.0,16,22,8
48525.0,17,22,8
47951.0,18,22,8
46050.0,19,22,8
43856.0,20,22,8
43555.0,21,22,8
41364.0,22,22,8
37517.0,23,22,8
33835.0,0,23,8
34543.0,1,21,8
32634.0,2,21,8
31343.0,3,21,8
30545.0,4,21,8
30163.0,5,21,8
30287.0,6,21,8
30679.0,7,21,8
31921.0,8,21,8
35117.0,9,21,8
38738.0,10,21,8
42174.0,11,21,8
45025.0,12,21,8
46862.0,13,21,8
47985.0,14,21,8
48697.0,15,21,8
49139.0,16,21,8
49402.0,17,21,8
49059.0,18,21,8
47786.0,19,21,8
46048.0,20,21,8
46099.0,21,21,8
43701.0,22,21,8
40282.0,23,21,8
36619.0,0,22,8
30371.0,1,20,8
28808.0,2,20,8
27797.0,3,20,8
27175.0,4,20,8
26993.0,5,20,8
27537.0,6,20,8
28607.0,7,20,8
30171.0,8,20,8
32803.0,9,20,8
35493.0,10,20,8
37729.0,11,20,8
39365.0,12,20,8
40584.0,13,20,8
41513.0,14,20,8
42519.0,15,20,8
43615.0,16,20,8
44576.0,17,20,8
44888.0,18,20,8
44163.0,19,20,8
43149.0,20,20,8
43420.0,21,20,8
42018.0,22,20,8
39523.0,23,20,8
36861.0,0,21,8
33099.0,1,19,8
31255.0,2,19,8
30120.0,3,19,8
29639.0,4,19,8
29698.0,5,19,8
31176.0,6,19,8
33623.0,7,19,8
36201.0,8,19,8
38256.0,9,19,8
39840.0,10,19,8
41037.0,11,19,8
41572.0,12,19,8
41506.0,13,19,8
40987.0,14,19,8
40446.0,15,19,8
40048.0,16,19,8
39647.0,17,19,8
39024.0,18,19,8
38237.0,19,19,8
37796.0,20,19,8
38262.0,21,19,8
37261.0,22,19,8
35027.0,23,19,8
32620.0,0,20,8
31773.0,1,18,8
29724.0,2,18,8
28367.0,3,18,8
27642.0,4,18,8
27677.0,5,18,8
28956.0,6,18,8
31026.0,7,18,8
33599.0,8,18,8
36193.0,9,18,8
38425.0,10,18,8
40694.0,11,18,8
42410.0,12,18,8
43867.0,13,18,8
45344.0,14,18,8
46401.0,15,18,8
47037.0,16,18,8
47329.0,17,18,8
46860.0,18,18,8
45232.0,19,18,8
43751.0,20,18,8
43873.0,21,18,8
42310.0,22,18,8
38963.0,23,18,8
35723.0,0,19,8
30474.0,1,17,8
28879.0,2,17,8
27903.0,3,17,8
27348.0,4,17,8
27595.0,5,17,8
28993.0,6,17,8
31184.0,7,17,8
33789.0,8,17,8
36481.0,9,17,8
38930.0,10,17,8
41303.0,11,17,8
43168.0,12,17,8
44485.0,13,17,8
45833.0,14,17,8
46796.0,15,17,8
47787.0,16,17,8
48114.0,17,17,8
47845.0,18,17,8
46392.0,19,17,8
44445.0,20,17,8
44208.0,21,17,8
42217.0,22,17,8
38593.0,23,17,8
34887.0,0,18,8
33669.0,1,16,8
31814.0,2,16,8
30656.0,3,16,8
30072.0,4,16,8
30285.0,5,16,8
31783.0,6,16,8
34289.0,7,16,8
36654.0,8,16,8
38585.0,9,16,8
40086.0,10,16,8
41233.0,11,16,8
41864.0,12,16,8
41850.0,13,16,8
41844.0,14,16,8
41620.0,15,16,8
41454.0,16,16,8
41349.0,17,16,8
41181.0,18,16,8
40464.0,19,16,8
40087.0,20,16,8
40442.0,21,16,8
39032.0,22,16,8
36027.0,23,16,8
33134.0,0,17,8
37967.0,1,15,8
36011.0,2,15,8
34603.0,3,15,8
33702.0,4,15,8
33544.0,5,15,8
34793.0,6,15,8
36880.0,7,15,8
39378.0,8,15,8
41754.0,9,15,8
43774.0,10,15,8
45569.0,11,15,8
47202.0,12,15,8
48199.0,13,15,8
48754.0,14,15,8
48737.0,15,15,8
48666.0,16,15,8
48729.0,17,15,8
48314.0,18,15,8
46877.0,19,15,8
45471.0,20,15,8
45342.0,21,15,8
43681.0,22,15,8
40180.0,23,15,8
36480.0,0,16,8
40114.0,1,14,8
37779.0,2,14,8
36119.0,3,14,8
34877.0,4,14,8
34010.0,5,14,8
33793.0,6,14,8
33523.0,7,14,8
34937.0,8,14,8
38164.0,9,14,8
42092.0,10,14,8
45874.0,11,14,8
49061.0,12,14,8
51318.0,13,14,8
52589.0,14,14,8
53198.0,15,14,8
53447.0,16,14,8
53463.0,17,14,8
52913.0,18,14,8
51414.0,19,14,8
50003.0,20,14,8
49934.0,21,14,8
48427.0,22,14,8
45149.0,23,14,8
41506.0,0,15,8
40625.0,1,13,8
38171.0,2,13,8
36575.0,3,13,8
35415.0,4,13,8
34723.0,5,13,8
34694.0,6,13,8
34979.0,7,13,8
36879.0,8,13,8
40654.0,9,13,8
44652.0,10,13,8
48388.0,11,13,8
51301.0,12,13,8
53238.0,13,13,8
54214.0,14,13,8
54650.0,15,13,8
54722.0,16,13,8
54372.0,17,13,8
53470.0,18,13,8
52034.0,19,13,8
50536.0,20,13,8
50448.0,21,13,8
49084.0,22,13,8
46206.0,23,13,8
42998.0,0,14,8
38468.0,1,12,8
36101.0,2,12,8
34438.0,3,12,8
33509.0,4,12,8
33266.0,5,12,8
34302.0,6,12,8
36262.0,7,12,8
39125.0,8,12,8
42559.0,9,12,8
46003.0,10,12,8
49373.0,11,12,8
52316.0,12,12,8
54472.0,13,12,8
56149.0,14,12,8
56934.0,15,12,8
57250.0,16,12,8
57270.0,17,12,8
56531.0,18,12,8
54643.0,19,12,8
52931.0,20,12,8
52652.0,21,12,8
50733.0,22,12,8
47213.0,23,12,8
43655.0,0,13,8
35562.0,1,11,8
33351.0,2,11,8
31968.0,3,11,8
31218.0,4,11,8
31176.0,5,11,8
32565.0,6,11,8
34749.0,7,11,8
37797.0,8,11,8
40957.0,9,11,8
44194.0,10,11,8
47242.0,11,11,8
50096.0,12,11,8
52197.0,13,11,8
53828.0,14,11,8
54915.0,15,11,8
55516.0,16,11,8
55731.0,17,11,8
55205.0,18,11,8
53639.0,19,11,8
51903.0,20,11,8
51652.0,21,11,8
49661.0,22,11,8
45743.0,23,11,8
41658.0,0,12,8
31863.0,1,10,8
30148.0,2,10,8
29102.0,3,10,8
28485.0,4,10,8
28743.0,5,10,8
30293.0,6,10,8
32720.0,7,10,8
35621.0,8,10,8
38517.0,9,10,8
41220.0,10,10,8
43840.0,11,10,8
45860.0,12,10,8
47424.0,13,10,8
48859.0,14,10,8
49932.0,15,10,8
50502.0,16,10,8
51113.0,17,10,8
51182.0,18,10,8
49934.0,19,10,8
48244.0,20,10,8
47901.0,21,10,8
46265.0,22,10,8
42568.0,23,10,8
38679.0,0,11,8
32793.0,1,9,8
31090.0,2,9,8
30028.0,3,9,8
29488.0,4,9,8
29666.0,5,9,8
31126.0,6,9,8
33693.0,7,9,8
36211.0,8,9,8
38060.0,9,9,8
39546.0,10,9,8
40777.0,11,9,8
41801.0,12,9,8
42712.0,13,9,8
43344.0,14,9,8
43283.0,15,9,8
42998.0,16,9,8
43060.0,17,9,8
42829.0,18,9,8
42033.0,19,9,8
41286.0,20,9,8
41635.0,21,9,8
40762.0,22,9,8
37868.0,23,9,8
34539.0,0,10,8
33955.0,1,8,8
32260.0,2,8,8
31166.0,3,8,8
30706.0,4,8,8
30956.0,5,8,8
32420.0,6,8,8
34818.0,7,8,8
37636.0,8,8,8
40092.0,9,8,8
42097.0,10,8,8
43960.0,11,8,8
45513.0,12,8,8
46389.0,13,8,8
47295.0,14,8,8
47448.0,15,8,8
47085.0,16,8,8
46431.0,17,8,8
45722.0,18,8,8
44190.0,19,8,8
43297.0,20,8,8
43255.0,21,8,8
41714.0,22,8,8
38556.0,23,8,8
35217.0,0,9,8
33350.0,1,7,8
31382.0,2,7,8
29971.0,3,7,8
29001.0,4,7,8
28442.0,5,7,8
28408.0,6,7,8
28456.0,7,7,8
29659.0,8,7,8
32241.0,9,7,8
34684.0,10,7,8
36927.0,11,7,8
39152.0,12,7,8
40900.0,13,7,8
41866.0,14,7,8
42524.0,15,7,8
43057.0,16,7,8
43356.0,17,7,8
43317.0,18,7,8
42523.0,19,7,8
41863.0,20,7,8
42248.0,21,7,8
41669.0,22,7,8
39258.0,23,7,8
36433.0,0,8,8
37157.0,1,6,8
34840.0,2,6,8
33049.0,3,6,8
31569.0,4,6,8
30798.0,5,6,8
30811.0,6,6,8
30843.0,7,6,8
32146.0,8,6,8
34680.0,9,6,8
37526.0,10,6,8
40047.0,11,6,8
41922.0,12,6,8
43154.0,13,6,8
44099.0,14,6,8
44831.0,15,6,8
45365.0,16,6,8
45533.0,17,6,8
45153.0,18,6,8
43938.0,19,6,8
42355.0,20,6,8
42248.0,21,6,8
41326.0,22,6,8
38831.0,23,6,8
36034.0,0,7,8
39741.0,1,5,8
37418.0,2,5,8
35764.0,3,5,8
34910.0,4,5,8
34731.0,5,5,8
35919.0,6,5,8
37815.0,7,5,8
40931.0,8,5,8
44158.0,9,5,8
47366.0,10,5,8
50523.0,11,5,8
52963.0,12,5,8
54665.0,13,5,8
55763.0,14,5,8
56252.0,15,5,8
56250.0,16,5,8
55696.0,17,5,8
54187.0,18,5,8
52239.0,19,5,8
49626.0,20,5,8
48942.0,21,5,8
47297.0,22,5,8
43819.0,23,5,8
40221.0,0,6,8
38872.0,1,4,8
36573.0,2,4,8
34877.0,3,4,8
33854.0,4,4,8
33626.0,5,4,8
34750.0,6,4,8
36611.0,7,4,8
40064.0,8,4,8
43464.0,9,4,8
46945.0,10,4,8
50217.0,11,4,8
53068.0,12,4,8
55202.0,13,4,8
56609.0,14,4,8
57185.0,15,4,8
57008.0,16,4,8
56833.0,17,4,8
56235.0,18,4,8
55123.0,19,4,8
53649.0,20,4,8
52940.0,21,4,8
51237.0,22,4,8
47170.0,23,4,8
43163.0,0,5,8
37801.0,1,3,8
35389.0,2,3,8
33794.0,3,3,8
32727.0,4,3,8
32454.0,5,3,8
33488.0,6,3,8
35439.0,7,3,8
38892.0,8,3,8
42252.0,9,3,8
45498.0,10,3,8
48625.0,11,3,8
51106.0,12,3,8
52905.0,13,3,8
54410.0,14,3,8
55587.0,15,3,8
56416.0,16,3,8
57027.0,17,3,8
56916.0,18,3,8
55605.0,19,3,8
53584.0,20,3,8
52621.0,21,3,8
50894.0,22,3,8
46887.0,23,3,8
42502.0,0,4,8
34703.0,1,2,8
32650.0,2,2,8
31352.0,3,2,8
30527.0,4,2,8
30465.0,5,2,8
31751.0,6,2,8
33958.0,7,2,8
37399.0,8,2,8
40834.0,9,2,8
44161.0,10,2,8
47446.0,11,2,8
50085.0,12,2,8
51989.0,13,2,8
53496.0,14,2,8
54676.0,15,2,8
55527.0,16,2,8
55929.0,17,2,8
55746.0,18,2,8
54489.0,19,2,8
52428.0,20,2,8
51491.0,21,2,8
49908.0,22,2,8
45737.0,23,2,8
41376.0,0,3,8
31449.0,1,1,8
29715.0,2,1,8
28779.0,3,1,8
28252.0,4,1,8
28464.0,5,1,8
29967.0,6,1,8
32341.0,7,1,8
35366.0,8,1,8
37828.0,9,1,8
40129.0,10,1,8
42443.0,11,1,8
44515.0,12,1,8
46348.0,13,1,8
47983.0,14,1,8
49230.0,15,1,8
50293.0,16,1,8
50970.0,17,1,8
50934.0,18,1,8
49642.0,19,1,8
47884.0,20,1,8
47182.0,21,1,8
45753.0,22,1,8
41977.0,23,1,8
37996.0,0,2,8
31533.0,1,31,7
29502.0,2,31,7
28043.0,3,31,7
27108.0,4,31,7
26622.0,5,31,7
26484.0,6,31,7
26387.0,7,31,7
27759.0,8,31,7
30198.0,9,31,7
33080.0,10,31,7
35583.0,11,31,7
37573.0,12,31,7
39106.0,13,31,7
40038.0,14,31,7
40726.0,15,31,7
41249.0,16,31,7
41476.0,17,31,7
41382.0,18,31,7
40798.0,19,31,7
39769.0,20,31,7
39855.0,21,31,7
39499.0,22,31,7
37008.0,23,31,7
34095.0,0,1,8
32841.0,1,30,7
30765.0,2,30,7
29469.0,3,30,7
28540.0,4,30,7
28067.0,5,30,7
28301.0,6,30,7
28718.0,7,30,7
30255.0,8,30,7
32812.0,9,30,7
35553.0,10,30,7
38167.0,11,30,7
40058.0,12,30,7
41458.0,13,30,7
42270.0,14,30,7
42760.0,15,30,7
43046.0,16,30,7
43208.0,17,30,7
43020.0,18,30,7
42065.0,19,30,7
40578.0,20,30,7
40125.0,21,30,7
39523.0,22,30,7
37041.0,23,30,7
34251.0,0,31,7
31779.0,1,29,7
29923.0,2,29,7
28686.0,3,29,7
28093.0,4,29,7
28118.0,5,29,7
29440.0,6,29,7
31433.0,7,29,7
34353.0,8,29,7
36919.0,9,29,7
38936.0,10,29,7
40828.0,11,29,7
42128.0,12,29,7
43163.0,13,29,7
44147.0,14,29,7
44756.0,15,29,7
45099.0,16,29,7
45291.0,17,29,7
44922.0,18,29,7
43617.0,19,29,7
42204.0,20,29,7
41861.0,21,29,7
41048.0,22,29,7
38414.0,23,29,7
35473.0,0,30,7
35982.0,1,28,7
33672.0,2,28,7
31969.0,3,28,7
30817.0,4,28,7
30510.0,5,28,7
31401.0,6,28,7
33016.0,7,28,7
35582.0,8,28,7
37793.0,9,28,7
39570.0,10,28,7
41276.0,11,28,7
42494.0,12,28,7
43419.0,13,28,7
44368.0,14,28,7
44906.0,15,28,7
45343.0,16,28,7
45673.0,17,28,7
45309.0,18,28,7
43847.0,19,28,7
42292.0,20,28,7
41781.0,21,28,7
41119.0,22,28,7
38037.0,23,28,7
34603.0,0,29,7
41740.0,1,27,7
39497.0,2,27,7
37979.0,3,27,7
36952.0,4,27,7
36667.0,5,27,7
37768.0,6,27,7
39751.0,7,27,7
43198.0,8,27,7
46963.0,9,27,7
50481.0,10,27,7
53888.0,11,27,7
56339.0,12,27,7
57948.0,13,27,7
58772.0,14,27,7
59002.0,15,27,7
59031.0,16,27,7
58885.0,17,27,7
57371.0,18,27,7
53834.0,19,27,7
50709.0,20,27,7
49131.0,21,27,7
47411.0,22,27,7
43474.0,23,27,7
39293.0,0,28,7
39016.0,1,26,7
36452.0,2,26,7
34701.0,3,26,7
33632.0,4,26,7
33384.0,5,26,7
34351.0,6,26,7
36300.0,7,26,7
39781.0,8,26,7
43318.0,9,26,7
46636.0,10,26,7
49923.0,11,26,7
52645.0,12,26,7
54548.0,13,26,7
56053.0,14,26,7
57180.0,15,26,7
57914.0,16,26,7
58506.0,17,26,7
58211.0,18,26,7
56924.0,19,26,7
55282.0,20,26,7
54692.0,21,26,7
53230.0,22,26,7
49228.0,23,26,7
45123.0,0,27,7
32097.0,1,25,7
30502.0,2,25,7
29584.0,3,25,7
29077.0,4,25,7
29176.0,5,25,7
30542.0,6,25,7
32911.0,7,25,7
35672.0,8,25,7
38146.0,9,25,7
40295.0,10,25,7
42390.0,11,25,7
44621.0,12,25,7
47170.0,13,25,7
49819.0,14,25,7
51939.0,15,25,7
53419.0,16,25,7
54588.0,17,25,7
54792.0,18,25,7
53917.0,19,25,7
52339.0,20,25,7
51727.0,21,25,7
50553.0,22,25,7
46614.0,23,25,7
42208.0,0,26,7
30578.0,1,24,7
28468.0,2,24,7
27034.0,3,24,7
25980.0,4,24,7
25355.0,5,24,7
25018.0,6,24,7
24812.0,7,24,7
26652.0,8,24,7
29768.0,9,24,7
32767.0,10,24,7
35480.0,11,24,7
37724.0,12,24,7
39461.0,13,24,7
40613.0,14,24,7
41507.0,15,24,7
42247.0,16,24,7
42792.0,17,24,7
42767.0,18,24,7
41965.0,19,24,7
40701.0,20,24,7
40439.0,21,24,7
40166.0,22,24,7
37697.0,23,24,7
34679.0,0,25,7
37456.0,1,23,7
34984.0,2,23,7
32913.0,3,23,7
31760.0,4,23,7
31014.0,5,23,7
30826.0,6,23,7
31012.0,7,23,7
33499.0,8,23,7
36907.0,9,23,7
40081.0,10,23,7
42360.0,11,23,7
43635.0,12,23,7
44269.0,13,23,7
44460.0,14,23,7
44639.0,15,23,7
44830.0,16,23,7
45051.0,17,23,7
44755.0,18,23,7
43591.0,19,23,7
41786.0,20,23,7
40337.0,21,23,7
39234.0,22,23,7
36540.0,23,23,7
33485.0,0,24,7
37434.0,1,22,7
35210.0,2,22,7
33647.0,3,22,7
32589.0,4,22,7
32429.0,5,22,7
33456.0,6,22,7
35481.0,7,22,7
38896.0,8,22,7
42481.0,9,22,7
45481.0,10,22,7
48406.0,11,22,7
50466.0,12,22,7
52060.0,13,22,7
53366.0,14,22,7
54260.0,15,22,7
54592.0,16,22,7
54430.0,17,22,7
53836.0,18,22,7
52423.0,19,22,7
50365.0,20,22,7
49080.0,21,22,7
47825.0,22,22,7
44415.0,23,22,7
40616.0,0,23,7
35924.0,1,21,7
33609.0,2,21,7
31919.0,3,21,7
30939.0,4,21,7
30724.0,5,21,7
31821.0,6,21,7
33988.0,7,21,7
37631.0,8,21,7
40981.0,9,21,7
44097.0,10,21,7
47049.0,11,21,7
49400.0,12,21,7
51077.0,13,21,7
52480.0,14,21,7
53528.0,15,21,7
54250.0,16,21,7
54486.0,17,21,7
53954.0,18,21,7
52373.0,19,21,7
50720.0,20,21,7
49861.0,21,21,7
48609.0,22,21,7
44957.0,23,21,7
40955.0,0,22,7
38774.0,1,20,7
36386.0,2,20,7
34762.0,3,20,7
33818.0,4,20,7
33608.0,5,20,7
34658.0,6,20,7
36849.0,7,20,7
40196.0,8,20,7
43101.0,9,20,7
45771.0,10,20,7
48437.0,11,20,7
50278.0,12,20,7
51478.0,13,20,7
52678.0,14,20,7
53501.0,15,20,7
54196.0,16,20,7
54420.0,17,20,7
54151.0,18,20,7
52794.0,19,20,7
50873.0,20,20,7
49194.0,21,20,7
48017.0,22,20,7
43985.0,23,20,7
39524.0,0,21,7
38737.0,1,19,7
36486.0,2,19,7
34946.0,3,19,7
34039.0,4,19,7
33939.0,5,19,7
35120.0,6,19,7
37541.0,7,19,7
41139.0,8,19,7
44483.0,9,19,7
47365.0,10,19,7
50288.0,11,19,7
52364.0,12,19,7
53883.0,13,19,7
55088.0,14,19,7
55898.0,15,19,7
56192.0,16,19,7
56066.0,17,19,7
55134.0,18,19,7
53730.0,19,19,7
52242.0,20,19,7
51439.0,21,19,7
50359.0,22,19,7
46573.0,23,19,7
42270.0,0,20,7
34966.0,1,18,7
33277.0,2,18,7
32210.0,3,18,7
31776.0,4,18,7
32058.0,5,18,7
33624.0,6,18,7
36080.0,7,18,7
39607.0,8,18,7
42590.0,9,18,7
45301.0,10,18,7
48128.0,11,18,7
50517.0,12,18,7
52323.0,13,18,7
53934.0,14,18,7
54770.0,15,18,7
55091.0,16,18,7
55065.0,17,18,7
54652.0,18,18,7
53603.0,19,18,7
52001.0,20,18,7
51220.0,21,18,7
49992.0,22,18,7
46171.0,23,18,7
42023.0,0,19,7
33401.0,1,17,7
31624.0,2,17,7
30343.0,3,17,7
29520.0,4,17,7
29114.0,5,17,7
29129.0,6,17,7
29298.0,7,17,7
30625.0,8,17,7
33201.0,9,17,7
35775.0,10,17,7
38254.0,11,17,7
40416.0,12,17,7
42374.0,13,17,7
43769.0,14,17,7
44682.0,15,17,7
44971.0,16,17,7
45040.0,17,17,7
44787.0,18,17,7
44008.0,19,17,7
43206.0,20,17,7
43238.0,21,17,7
43029.0,22,17,7
40628.0,23,17,7
37664.0,0,18,7
34941.0,1,16,7
32979.0,2,16,7
31705.0,3,16,7
30796.0,4,16,7
30455.0,5,16,7
30798.0,6,16,7
31374.0,7,16,7
33249.0,8,16,7
36107.0,9,16,7
38853.0,10,16,7
40836.0,11,16,7
42456.0,12,16,7
43297.0,13,16,7
43574.0,14,16,7
43590.0,15,16,7
43371.0,16,16,7
43173.0,17,16,7
42671.0,18,16,7
41869.0,19,16,7
40942.0,20,16,7
40901.0,21,16,7
40509.0,22,16,7
38373.0,23,16,7
35868.0,0,17,7
35079.0,1,15,7
33153.0,2,15,7
31922.0,3,15,7
31196.0,4,15,7
31432.0,5,15,7
32772.0,6,15,7
35091.0,7,15,7
38222.0,8,15,7
40725.0,9,15,7
43103.0,10,15,7
45130.0,11,15,7
46776.0,12,15,7
47966.0,13,15,7
49259.0,14,15,7
49866.0,15,15,7
49801.0,16,15,7
49543.0,17,15,7
48665.0,18,15,7
47069.0,19,15,7
45367.0,20,15,7
44589.0,21,15,7
43899.0,22,15,7
41100.0,23,15,7
37753.0,0,16,7
34234.0,1,14,7
32342.0,2,14,7
31096.0,3,14,7
30505.0,4,14,7
30625.0,5,14,7
32152.0,6,14,7
34746.0,7,14,7
37736.0,8,14,7
40065.0,9,14,7
42046.0,10,14,7
43669.0,11,14,7
45051.0,12,14,7
46435.0,13,14,7
47658.0,14,14,7
48709.0,15,14,7
49295.0,16,14,7
49638.0,17,14,7
49210.0,18,14,7
47940.0,19,14,7
46453.0,20,14,7
45736.0,21,14,7
45137.0,22,14,7
41802.0,23,14,7
38196.0,0,15,7
34805.0,1,13,7
32547.0,2,13,7
31167.0,3,13,7
30393.0,4,13,7
30420.0,5,13,7
31777.0,6,13,7
34192.0,7,13,7
37183.0,8,13,7
